,dissimilarity_0,dissimilarity_45,dissimilarity_90,dissimilarity_135,correlation_0,correlation_45,correlation_90,correlation_135,homogeneity_0,homogeneity_45,homogeneity_90,homogeneity_135,contrast_0,contrast_45,contrast_90,contrast_135,ASM_0,ASM_45,ASM_90,ASM_135,energy_0,energy_45,energy_90,energy_135,label
0,16.342342342342338,17.560941828254844,17.77927927927926,17.360803324099717,0.11343529565559599,0.03705841013132862,0.04373099362860899,-0.021113064496471837,0.0727589871868465,0.06755089210126515,0.06553404297545293,0.0718762327927158,482.49292149292114,529.4432132963985,540.3185328185323,551.3123268698057,0.0007221783283559337,0.0007191377444924449,0.0007066498379239685,0.000736642597892895,0.026873375827311568,0.026816743733951834,0.02658288618498692,0.027141160584855155,SegImage1
1,17.44530244530245,15.844182825484754,15.864864864864872,16.514542936288084,0.20326918217529852,0.2617203979922788,0.31706627112617897,0.28832079474416933,0.059810218519019805,0.08029845662478674,0.06925097330209622,0.0711132240138297,625.4157014157014,547.0076177285317,497.52123552123567,504.0921052631573,0.0006565445754634952,0.0006795719799571826,0.0006505402258298016,0.0006714190345377946,0.02562312579416288,0.026068601419277995,0.02550569006770453,0.025911754756052216,SegImage10
2,28.886743886743872,36.23545706371189,25.823680823680828,16.471606648199447,0.5106979343661892,0.36060988988652465,0.6398398226689423,0.8127950429858907,0.09899477935111058,0.0550941157694641,0.08701085895231826,0.12020652687000097,2098.69884169884,2798.0457063711888,1579.2972972972973,807.9203601108035,0.0006335624096241848,0.0005611144788637283,0.0006737294382082024,0.001184095425909868,0.025170665657153066,0.023687855092087345,0.02595629862303565,0.0344106876698195,SegImage100
3,33.5842985842986,31.132271468144022,39.746460746460784,44.08102493074791,0.3131348209963507,0.43533214909145707,0.0008483039342742202,-0.17744201782414962,0.03526941537510064,0.03576176109228045,0.03455595759747797,0.02993214394429005,1941.9742599742606,1623.3261772853189,2823.0823680823705,3355.725069252074,0.0004006350531447054,0.0004179583489997776,0.0003853136092518328,0.00040956561106805464,0.02001587003216961,0.020444029666378826,0.01962940674732257,0.020237727418562952,SegImage101
4,31.638352638352686,30.16274238227146,31.012226512226537,33.59349030470913,0.4166712290087646,0.4713928883343112,0.4333855144729748,0.3340350940104149,0.03223319260934557,0.043091979799167374,0.03556776315211691,0.034963080243265825,1668.6267696267716,1528.177977839335,1605.4536679536698,1905.6488919667584,0.0004062253097002142,0.0004361825799372318,0.00039980686698833535,0.0004297081821041884,0.020155031870483713,0.020884984556787008,0.01999517109174951,0.02072940380484177,SegImage102
5,38.12162162162163,26.700831024930736,28.050193050193066,37.38296398891963,0.5009436331479431,0.69787250770085,0.7231922141367481,0.5515594948852339,0.07985037625638113,0.08319576862459399,0.09000293367676025,0.08314265616603463,3002.9221364221353,1856.3614958448752,1701.5830115830113,2758.2777008310254,0.0007532353092198648,0.0008035447088343389,0.0009718764545019368,0.0008865129181022233,0.027445132705451885,0.02834686417991131,0.031174933111426828,0.0297743667959912,SegImage103
6,23.082368082368113,31.15858725761771,34.59395109395111,32.25207756232687,0.4793979036269434,0.10958175115632802,-0.08792055611975666,0.03306879380426884,0.04373952032632792,0.03011264552486817,0.0227060616830698,0.02964291261941952,860.5083655083666,1499.533933518004,1797.2953667953675,1604.0650969529083,0.0004401809421114457,0.0004311469371781979,0.00041388603164664914,0.0004390600900852504,0.02098048955843132,0.020764078047873877,0.020344189137113555,0.02095376076233692,SegImage104
7,30.004504504504517,27.54293628808865,30.045688545688563,33.297783933518,0.4876779563687045,0.5978042238379973,0.5355900000771702,0.3911845500332438,0.0424976702272164,0.04220382109044559,0.042075168596243565,0.035440706632538455,1630.7226512226518,1323.2049861495848,1567.7136422136418,1972.7811634349011,0.0004176128693503208,0.00046112100122006376,0.0004277581497658712,0.000442896770282609,0.020435578517632447,0.02147372816303829,0.0206823149034597,0.021045112741028712,SegImage105
8,37.20656370656368,50.18628808864268,51.91763191763194,49.03047091412745,0.45815429614549297,0.042691946210498564,-0.08879888440956732,0.03748063557251943,0.026186115425232383,0.019589937442311255,0.020601428905551042,0.023182637260860648,2147.0804375804364,3781.941135734072,4155.827541827546,3744.506925207755,0.0003733049099844462,0.0003913413801306007,0.0003724767238280749,0.00040524934584602635,0.019321100123555236,0.019782350217570223,0.019299656054657423,0.020130805891618603,SegImage106
9,25.925997425997444,27.087950138504155,21.562419562419578,22.117728531855953,0.5163513146107738,0.4807911011554,0.6723792374618588,0.6534332861573579,0.057064875830027985,0.0582218390488779,0.057402399051559486,0.04750578462708099,1301.474259974261,1390.4757617728533,870.6344916344923,932.026315789474,0.0004704097368190033,0.0005347373025068874,0.0004960835076665194,0.0004997275957059877,0.021688931205087154,0.023124387613662062,0.022272932174873594,0.02235458779995703,SegImage107
